CountryID,CustomerID,Gender,Country,City,District,Type,Color,Date,Direction,Price,Paid,Rest,SalesType,Profits,ProductID,Month,Year,Combination
sy,56,Female,Syria,Aleppo,A'zaz,ACER,Blue,11/13/2019,North,551,551,0,Cash,138,pr8,11,2019,ACER Blue
sy,57,Male,Syria,Idleb,Idleb,LENOVO,Pink,11/16/2020,WEST,879,700,179,Cash Less,220,pr1,11,2020,LENOVO Pink
sy,58,Female,Syria,Idleb,Idleb,HP,Pink,3/1/2019,South,582,500,82,Cash Less,146,pr27,3,2019,HP Pink
sy,59,Male,Syria,Idleb,Idleb,DELL,Red,10/23/2020,EAST,801,700,101,Cash Less,200,pr21,10,2020,DELL Red
sy,60,Male,Syria,Idleb,Idleb,ACER,Silver,7/25/2019,EAST,671,671,0,Cash,168,pr6,7,2019,ACER Silver
sy,61,Male,Syria,Idleb,Idleb,ASUS,Pink,9/22/2019,South,534,534,0,Cash,134,pr17,9,2019,ASUS Pink
sy,62,Female,Syria,Idleb,Idleb,APPLE,Red,11/11/2019,North,845,700,145,Cash Less,211,pr11,11,2019,APPLE Red
sy,63,Male,Syria,Idleb,Idleb,DELL,Silver,8/16/2019,South,541,541,0,Cash,135,pr25,8,2019,DELL Silver
sy,64,Female,Syria,Idleb,Idleb,LENOVO,Red,8/31/2019,EAST,882,700,182,Cash Less,221,pr4,8,2019,LENOVO Red
sy,65,Male,Syria,Idleb,Idleb,HP,Red,11/8/2019,North,595,500,95,Cash Less,149,pr30,11,2019,HP Red
sy,66,Male,Syria,Idleb,Idleb,DELL,Silver,2/3/2020,EAST,532,532,0,Cash,133,pr25,2,2020,DELL Silver
sy,67,Male,Syria,Idleb,Idleb,ACER,Black,7/20/2020,South,755,700,55,Cash Less,189,pr7,7,2020,ACER Black
sy,68,Female,Syria,Idleb,Idleb,ASUS,Blue,3/5/2019,WEST,800,700,100,Cash Less,200,pr18,3,2019,ASUS Blue
sy,69,Male,Syria,Idleb,Idleb,MICROSOFT,Red,7/12/2020,South,821,700,121,Cash Less,205,pr31,7,2020,MICROSOFT Red
sy,70,Female,Syria,Idleb,Idleb,APPLE,Black,1/12/2020,South,803,700,103,Cash Less,201,pr12,1,2020,APPLE Black
sy,71,Female,Syria,Idleb,Idleb,DELL,Pink,7/4/2019,WEST,560,560,0,Cash,140,pr24,7,2019,DELL Pink
sy,72,Female,Syria,Idleb,Idleb,HP,Silver,3/25/2020,North,561,561,0,Cash,140,pr26,3,2020,HP Silver
sy,73,Female,Syria,Idleb,Idleb,SAMSUNG,Black,1/29/2019,WEST,741,700,41,Cash Less,185,pr39,1,2019,SAMSUNG Black
sy,74,Female,Syria,Idleb,Idleb,LENOVO,Red,8/1/2020,South,721,600,121,Cash Less,180,pr4,8,2020,LENOVO Red
sy,75,Female,Syria,Idleb,Idleb,HP,Red,4/17/2020,WEST,500,500,0,Cash,125,pr30,4,2020,HP Red
sy,76,Female,Syria,Idleb,Idleb,DELL,Pink,12/7/2020,South,794,700,94,Cash Less,199,pr24,12,2020,DELL Pink
sy,77,Male,Syria,Idleb,Idleb,ACER,Silver,1/3/2019,WEST,787,700,87,Cash Less,197,pr6,1,2019,ACER Silver
sy,78,Female,Syria,Idleb,Idleb,LENOVO,Blue,5/17/2020,WEST,697,600,97,Cash Less,174,pr2,5,2020,LENOVO Blue
sy,79,Male,Syria,Idleb,Idleb,HP,Pink,1/5/2019,South,778,700,78,Cash Less,195,pr27,1,2019,HP Pink
sy,80,Female,Syria,Idleb,Idleb,DELL,Blue,9/18/2019,EAST,641,641,0,Cash,160,pr23,9,2019,DELL Blue
sy,81,Male,Syria,Idleb,Idleb,ACER,Black,11/16/2020,EAST,869,700,169,Cash Less,217,pr7,11,2020,ACER Black
sy,82,Male,Syria,Idleb,Idleb,LENOVO,Silver,2/15/2020,South,869,700,169,Cash Less,217,pr5,2,2020,LENOVO Silver
sy,83,Male,Syria,Idleb,Idleb,HP,Silver,3/19/2019,East,846,700,146,Cash Less,212,pr26,3,2019,HP Silver
sy,84,Male,Syria,Idleb,Idleb,DELL,Blue,4/1/2019,South,544,544,0,Cash,136,pr23,4,2019,DELL Blue
sy,85,Female,Syria,Idleb,Idleb,ACER,Silver,4/14/2020,West,717,600,117,Cash Less,179,pr6,4,2020,ACER Silver
sy,86,Male,Syria,Idleb,Idleb,ASUS,Silver,7/27/2020,North,818,700,118,Cash Less,205,pr16,7,2020,ASUS Silver
sy,87,Female,Syria,Idleb,Idleb,MICROSOFT,Red,1/21/2020,North,676,676,0,Cash,169,pr31,1,2020,MICROSOFT Red
sy,88,Male,Syria,Idleb,Idleb,APPLE,Silver,3/7/2020,EAST,818,700,118,Cash Less,205,pr15,3,2020,APPLE Silver
sy,89,Male,Syria,Idleb,Idleb,DELL,Red,12/30/2020,EAST,626,500,126,Cash Less,157,pr21,12,2020,DELL Red
sy,90,Male,Syria,Idleb,Idleb,HP,Black,1/13/2019,EAST,702,600,102,Cash Less,176,pr29,1,2019,HP Black
sy,91,Male,Syria,Idleb,Idleb,SAMSUNG,Blue,5/29/2020,EAST,503,503,0,Cash,126,pr38,5,2020,SAMSUNG Blue
sy,92,Female,Syria,Idleb,Idleb,LENOVO,Pink,6/5/2020,North,523,523,0,Cash,131,pr1,6,2020,LENOVO Pink
sy,93,Male,Syria,Idleb,Idleb,HP,Pink,2/16/2019,North,630,500,130,Cash Less,158,pr27,2,2019,HP Pink
sy,94,Female,Syria,Idleb,Idleb,DELL,Pink,3/20/2019,EAST,762,700,62,Cash Less,191,pr24,3,2019,DELL Pink
sy,95,Male,Syria,Idleb,Idleb,ACER,Silver,4/13/2019,North,808,700,108,Cash Less,202,pr6,4,2019,ACER Silver
sy,96,Female,Syria,Idleb,Idleb,ASUS,Blue,3/1/2019,North,868,700,168,Cash Less,217,pr18,3,2019,ASUS Blue
sy,97,Male,Syria,Idleb,Idleb,MICROSOFT,Pink,2/3/2020,EAST,682,682,0,Cash,171,pr34,2,2020,MICROSOFT Pink
sy,98,Female,Syria,Idleb,Idleb,APPLE,Silver,1/8/2020,WEST,567,567,0,Cash,142,pr15,1,2020,APPLE Silver
sy,99,Female,Syria,Idleb,Idleb,DELL,Blue,8/30/2020,EAST,782,700,82,Cash Less,196,pr23,8,2020,DELL Blue
sy,100,Female,Syria,Idleb,Idleb,HP,Blue,6/11/2019,South,795,700,95,Cash Less,199,pr28,6,2019,HP Blue
sy,101,Male,Syria,Idleb,Idleb,SAMSUNG,Blue,9/13/2019,South,531,531,0,Cash,133,pr38,9,2019,SAMSUNG Blue
sy,102,Male,Syria,Idleb,Idleb,LENOVO,Black,5/27/2020,EAST,828,700,128,Cash Less,207,pr3,5,2020,LENOVO Black
sy,103,Male,Syria,Idleb,Idleb,HP,Pink,6/4/2020,EAST,533,533,0,Cash,133,pr27,6,2020,HP Pink
sy,104,Female,Syria,Idleb,Idleb,DELL,Blue,1/17/2019,North,890,700,190,Cash Less,223,pr23,1,2019,DELL Blue
sy,105,Male,Syria,Idleb,Idleb,ACER,Red,9/19/2020,EAST,792,700,92,Cash Less,198,pr10,9,2020,ACER Red
sy,106,Male,Syria,Idleb,Idleb,ASUS,Pink,2/1/2020,WEST,594,500,94,Cash Less,149,pr17,2,2020,ASUS Pink
sy,107,Male,Syria,Idleb,Idleb,MICROSOFT,Red,7/16/2020,South,662,662,0,Cash,166,pr31,7,2020,MICROSOFT Red
sy,108,Female,Syria,Idleb,Idleb,APPLE,Red,8/10/2019,South,619,500,119,Cash Less,155,pr11,8,2019,APPLE Red
sy,109,Male,Syria,Idleb,Idleb,DELL,Silver,12/22/2019,South,520,520,0,Cash,130,pr25,12,2019,DELL Silver
sy,110,Female,Syria,Idleb,Idleb,HP,Pink,6/7/2019,EAST,774,700,74,Cash Less,194,pr27,6,2019,HP Pink
sy,111,Female,Syria,Idleb,Idleb,SAMSUNG,Silver,7/5/2019,EAST,886,700,186,Cash Less,222,pr36,7,2019,SAMSUNG Silver
sy,112,Female,Syria,Idleb,Idleb,APPLE,Silver,12/20/2020,South,571,571,0,Cash,143,pr15,12,2020,APPLE Silver
sy,113,Female,Syria,Idleb,Idleb,DELL,Silver,4/9/2019,South,556,556,0,Cash,139,pr25,4,2019,DELL Silver
sy,114,Male,Syria,Idleb,Al Ma'ra,HP,Red,5/26/2020,North,592,500,92,Cash Less,148,pr30,5,2020,HP Red
sy,115,Female,Syria,Idleb,Al Ma'ra,SAMSUNG,Blue,4/21/2020,EAST,637,637,0,Cash,159,pr38,4,2020,SAMSUNG Blue
sy,116,Female,Syria,Idleb,Al Ma'ra,LENOVO,Red,8/2/2020,North,732,600,132,Cash Less,183,pr4,8,2020,LENOVO Red
sy,117,Male,Syria,Idleb,Al Ma'ra,HP,Silver,10/27/2019,WEST,613,500,113,Cash Less,153,pr26,10,2019,HP Silver
sy,118,Male,Syria,Idleb,Al Ma'ra,DELL,Pink,11/5/2019,EAST,668,668,0,Cash,167,pr24,11,2019,DELL Pink
sy,119,Female,Syria,Idleb,Al Ma'ra,ACER,Black,5/2/2020,EAST,604,500,104,Cash Less,151,pr7,5,2020,ACER Black
sy,120,Male,Syria,Idleb,Al Ma'ra,ASUS,Black,8/21/2020,North,831,700,131,Cash Less,208,pr19,8,2020,ASUS Black
sy,121,Male,Syria,Idleb,Al Ma'ra,MICROSOFT,Black,6/9/2020,North,553,553,0,Cash,138,pr32,6,2020,MICROSOFT Black
sy,122,Male,Syria,Idleb,Al Ma'ra,APPLE,Blue,10/6/2020,WEST,760,700,60,Cash Less,190,pr13,10,2020,APPLE Blue
sy,123,Male,Syria,Idleb,Al Ma'ra,DELL,Red,1/5/2020,South,561,561,0,Cash,140,pr21,1,2020,DELL Red
sy,124,Male,Syria,Idleb,Al Ma'ra,LENOVO,Pink,12/16/2020,EAST,568,568,0,Cash,142,pr1,12,2020,LENOVO Pink
sy,125,Female,Syria,Idleb,Al Ma'ra,HP,Pink,9/27/2019,North,528,528,0,Cash,132,pr27,9,2019,HP Pink
sy,126,Male,Syria,Idleb,Al Ma'ra,DELL,Black,12/10/2019,EAST,778,700,78,Cash Less,195,pr22,12,2019,DELL Black
sy,127,Male,Syria,Idleb,Al Ma'ra,ACER,Silver,4/26/2019,South,805,700,105,Cash Less,201,pr6,4,2019,ACER Silver
sy,128,Male,Syria,Idleb,Al Ma'ra,ASUS,Red,4/30/2019,WEST,719,600,119,Cash Less,180,pr20,4,2019,ASUS Red
sy,129,Female,Syria,Idleb,Al Ma'ra,MICROSOFT,Black,12/23/2019,North,790,700,90,Cash Less,198,pr32,12,2019,MICROSOFT Black
sy,130,Male,Syria,Idleb,Al Ma'ra,APPLE,Pink,10/19/2020,EAST,786,700,86,Cash Less,197,pr14,10,2020,APPLE Pink
sy,131,Male,Syria,Idleb,Al Ma'ra,DELL,Pink,12/7/2020,North,790,700,90,Cash Less,198,pr24,12,2020,DELL Pink
sy,132,Female,Syria,Idleb,Al Ma'ra,HP,Black,11/18/2019,South,529,529,0,Cash,132,pr29,11,2019,HP Black
sy,133,Male,Syria,Idleb,Al Ma'ra,SAMSUNG,Red,4/13/2019,South,714,600,114,Cash Less,179,pr40,4,2019,SAMSUNG Red
sy,134,Male,Syria,Idleb,Al Ma'ra,LENOVO,Red,12/10/2019,WEST,865,700,165,Cash Less,216,pr4,12,2019,LENOVO Red
sy,135,Female,Syria,Idleb,Al Ma'ra,HP,Blue,5/15/2019,South,607,500,107,Cash Less,152,pr28,5,2019,HP Blue
sy,136,Female,Syria,Idleb,Al Ma'ra,DELL,Pink,1/21/2019,WEST,611,500,111,Cash Less,153,pr24,1,2019,DELL Pink
sy,137,Female,Syria,Idleb,Al Ma'ra,ACER,Blue,6/4/2020,North,509,509,0,Cash,127,pr8,6,2020,ACER Blue
sy,138,Female,Syria,Idleb,Al Ma'ra,LENOVO,Black,11/11/2020,WEST,814,700,114,Cash Less,204,pr3,11,2020,LENOVO Black
sy,139,Female,Syria,Idleb,Al Ma'ra,HP,Red,9/19/2019,South,733,600,133,Cash Less,183,pr30,9,2019,HP Red
sy,140,Female,Syria,Idleb,Al Ma'ra,DELL,Blue,9/19/2020,EAST,658,658,0,Cash,165,pr23,9,2020,DELL Blue
sy,141,Female,Syria,Idleb,Al Ma'ra,ACER,Pink,5/14/2020,EAST,893,750,143,Cash Less,223,pr9,5,2020,ACER Pink
sy,142,Female,Syria,Idleb,Al Ma'ra,ASUS,Pink,10/27/2019,South,690,600,90,Cash Less,173,pr17,10,2019,ASUS Pink
sy,143,Female,Syria,Idleb,Al Ma'ra,APPLE,Silver,9/19/2020,North,535,535,0,Cash,134,pr15,9,2020,APPLE Silver
sy,144,Male,Syria,Idleb,Al Ma'ra,DELL,Silver,7/11/2020,South,820,700,120,Cash Less,205,pr25,7,2020,DELL Silver
sy,145,Male,Syria,Idleb,Al Ma'ra,LENOVO,Pink,10/23/2020,EAST,679,679,0,Cash,170,pr1,10,2020,LENOVO Pink
sy,146,Female,Syria,Idleb,Al Ma'ra,HP,Black,9/9/2020,North,879,700,179,Cash Less,220,pr29,9,2020,HP Black
sy,147,Male,Syria,Idleb,Al Ma'ra,DELL,Blue,6/6/2020,EAST,553,553,0,Cash,138,pr23,6,2020,DELL Blue
sy,148,Male,Syria,Idleb,Al Ma'ra,ACER,Black,5/22/2019,South,552,552,0,Cash,138,pr7,5,2019,ACER Black
sy,149,Female,Syria,Idleb,Al Ma'ra,ASUS,Blue,4/6/2020,WEST,740,600,140,Cash Less,185,pr18,4,2020,ASUS Blue
sy,150,Male,Syria,Idleb,Al Ma'ra,MICROSOFT,Blue,10/7/2019,South,879,700,179,Cash Less,220,pr33,10,2019,MICROSOFT Blue
sy,151,Female,Syria,Idleb,Al Ma'ra,APPLE,Black,10/2/2019,South,528,528,0,Cash,132,pr12,10,2019,APPLE Black
sy,152,Male,Syria,Idleb,Al Ma'ra,DELL,Red,7/26/2020,WEST,785,700,85,Cash Less,196,pr21,7,2020,DELL Red
sy,153,Male,Syria,Idleb,Al Ma'ra,HP,Red,7/11/2020,North,640,640,0,Cash,160,pr30,7,2020,HP Red
sy,154,Male,Syria,Idleb,Al Ma'ra,SAMSUNG,Black,9/30/2019,WEST,876,700,176,Cash Less,219,pr39,9,2019,SAMSUNG Black
sy,155,Female,Syria,Idleb,Al Ma'ra,LENOVO,Pink,3/27/2020,South,678,678,0,Cash,170,pr1,3,2020,LENOVO Pink
sy,156,Female,Syria,Idleb,Al Ma'ra,HP,Pink,7/2/2019,WEST,541,541,0,Cash,135,pr27,7,2019,HP Pink
sy,157,Male,Syria,Idleb,Al Ma'ra,DELL,Silver,8/23/2020,South,685,685,0,Cash,171,pr25,8,2020,DELL Silver
sy,158,Female,Syria,Idleb,Al Ma'ra,ACER,Red,10/26/2019,WEST,896,850,46,Cash Less,224,pr10,10,2019,ACER Red
sy,159,Male,Syria,Idleb,Al Ma'ra,LENOVO,Pink,5/13/2019,WEST,853,700,153,Cash Less,213,pr1,5,2019,LENOVO Pink
sy,160,Male,Syria,Idleb,Al Ma'ra,HP,Pink,9/19/2020,South,676,676,0,Cash,169,pr27,9,2020,HP Pink
sy,161,Female,Syria,Idleb,Al Ma'ra,DELL,Pink,6/15/2020,EAST,712,600,112,Cash Less,178,pr24,6,2020,DELL Pink
sy,162,Female,Syria,Idleb,Al Ma'ra,ACER,Blue,3/10/2019,EAST,746,700,46,Cash Less,187,pr8,3,2019,ACER Blue
sy,163,Male,Syria,Idleb,Al Ma'ra,LENOVO,Black,3/6/2020,South,507,507,0,Cash,127,pr3,3,2020,LENOVO Black
sy,164,Female,Syria,Idleb,Al Ma'ra,HP,Silver,6/20/2020,East,674,674,0,Cash,169,pr26,6,2020,HP Silver
sy,165,Female,Syria,Idleb,Al Ma'ra,DELL,Silver,8/26/2019,South,718,600,118,Cash Less,180,pr25,8,2019,DELL Silver
sy,166,Female,Syria,Idleb,Al Ma'ra,ACER,Blue,5/16/2019,West,636,636,0,Cash,159,pr8,5,2019,ACER Blue
sy,167,Female,Syria,Idleb,Al Ma'ra,ASUS,Blue,11/12/2019,North,794,700,94,Cash Less,199,pr18,11,2019,ASUS Blue
sy,168,Male,Syria,Idleb,Al Ma'ra,MICROSOFT,Black,1/10/2020,North,519,519,0,Cash,130,pr32,1,2020,MICROSOFT Black
sy,169,Female,Syria,Idleb,Al Ma'ra,APPLE,Red,3/16/2020,EAST,645,645,0,Cash,161,pr11,3,2020,APPLE Red
sy,170,Female,Syria,Idleb,Al Ma'ra,DELL,Red,12/6/2019,EAST,838,700,138,Cash Less,210,pr21,12,2019,DELL Red
sy,171,Male,Syria,Idleb,Al Ma'ra,HP,Red,10/30/2020,EAST,530,530,0,Cash,133,pr30,10,2020,HP Red
sy,172,Male,Syria,Idleb,Al Ma'ra,SAMSUNG,Red,2/21/2020,EAST,637,637,0,Cash,159,pr40,2,2020,SAMSUNG Red
sy,173,Male,Syria,Idleb,Al Ma'ra,LENOVO,Blue,3/10/2019,North,872,700,172,Cash Less,218,pr2,3,2019,LENOVO Blue
sy,174,Female,Syria,Idleb,Al Ma'ra,HP,Pink,8/20/2019,North,621,500,121,Cash Less,155,pr27,8,2019,HP Pink
sy,175,Male,Syria,Idleb,Al Ma'ra,DELL,Red,11/26/2019,EAST,581,581,0,Cash,145,pr21,11,2019,DELL Red
sy,176,Male,Syria,Idleb,Al Ma'ra,ACER,Pink,3/25/2020,North,742,700,42,Cash Less,186,pr9,3,2020,ACER Pink
sy,177,Male,Syria,Idleb,Al Ma'ra,ASUS,Silver,7/1/2019,North,742,700,42,Cash Less,186,pr16,7,2019,ASUS Silver
sy,178,Male,Syria,Idleb,Al Ma'ra,MICROSOFT,Blue,2/2/2019,EAST,746,700,46,Cash Less,187,pr33,2,2019,MICROSOFT Blue
sy,179,Male,Syria,Idleb,Al Ma'ra,APPLE,Silver,4/24/2019,WEST,698,600,98,Cash Less,175,pr15,4,2019,APPLE Silver
sy,180,Female,Syria,Idleb,Al Ma'ra,DELL,Pink,3/28/2019,EAST,515,515,0,Cash,129,pr24,3,2019,DELL Pink
sy,181,Male,Syria,Idleb,Al Ma'ra,HP,Pink,8/18/2019,South,643,643,0,Cash,161,pr27,8,2019,HP Pink
sy,182,Female,Syria,Idleb,Al Ma'ra,SAMSUNG,Black,1/30/2019,South,634,500,134,Cash Less,159,pr39,1,2019,SAMSUNG Black
sy,183,Male,Syria,Idleb,Al Ma'ra,LENOVO,Pink,6/27/2020,EAST,660,660,0,Cash,165,pr1,6,2020,LENOVO Pink
sy,184,Male,Syria,Idleb,Al Ma'ra,HP,Pink,12/4/2020,EAST,730,600,130,Cash Less,183,pr27,12,2020,HP Pink
sy,185,Male,Syria,Idleb,Al Ma'ra,DELL,Red,10/8/2019,North,504,504,0,Cash,126,pr21,10,2019,DELL Red
sy,186,Female,Syria,Idleb,Al Ma'ra,ACER,Black,1/17/2020,EAST,638,638,0,Cash,160,pr7,1,2020,ACER Black
sy,187,Female,Syria,Idleb,Al Ma'ra,ASUS,Black,2/17/2020,WEST,844,700,144,Cash Less,211,pr19,2,2020,ASUS Black
sy,188,Female,Syria,Idleb,Al Ma'ra,MICROSOFT,Blue,12/8/2020,South,557,557,0,Cash,139,pr33,12,2020,MICROSOFT Blue
sy,189,Female,Syria,Idleb,Al Ma'ra,APPLE,Silver,5/8/2019,South,765,700,65,Cash Less,191,pr15,5,2019,APPLE Silver
sy,190,Female,Syria,Idleb,Al Ma'ra,DELL,Red,3/29/2019,South,597,500,97,Cash Less,149,pr21,3,2019,DELL Red
sy,191,Female,Syria,Idleb,Al Ma'ra,HP,Blue,12/29/2020,EAST,626,500,126,Cash Less,157,pr28,12,2020,HP Blue
